exchange,symbol,best_bid,best_bid_volume,best_ask,best_ask_volume,timestamp
BITFLYER,BTC_JPY,17603035,0.02692499,17603168,0.03128097,2025-07-16T07:00:01.493754Z
BITFLYER,FX_BTC_JPY,17583997,0.00100000,17585238,0.05946351,2025-07-16T07:00:01.569800Z
BITFLYER,BTC_JPY,17603035,0.02692499,17603168,0.03128097,2025-07-16T07:00:01.633127Z
BITFLYER,FX_BTC_JPY,17583997,0.00100000,17584433,0.06900000,2025-07-16T07:00:01.702131Z
BITFLYER,FX_BTC_JPY,17583869,0.03000000,17585238,0.05946351,2025-07-16T07:00:01.806089Z
BITFLYER,BTC_JPY,17603035,0.02692499,17603168,0.03128097,2025-07-16T07:00:01.812070Z
GMO,BTC_JPY,17581480,0.01000000,17584470,0.00500000,2025-07-16T07:00:01.824372Z
GMO,BTC,17600037,0.03000000,17606052,0.02900000,2025-07-16T07:00:01.831920Z
BITFLYER,FX_BTC_JPY,17583869,0.03000000,17583907,0.05833253,2025-07-16T07:00:01.926147Z
BITFLYER,BTC_JPY,17603034,0.02000000,17603168,0.03128097,2025-07-16T07:00:01.970052Z
BITFLYER,FX_BTC_JPY,17583869,0.03000000,17584085,0.00100000,2025-07-16T07:00:02.085837Z
BITFLYER,FX_BTC_JPY,17583869,0.03000000,17585237,0.05833253,2025-07-16T07:00:02.221692Z
BITFLYER,BTC_JPY,17603034,0.02000000,17603168,0.03128097,2025-07-16T07:00:02.232717Z
GMO,BTC_JPY,17581480,0.01000000,17583163,0.02000000,2025-07-16T07:00:02.340609Z
GMO,BTC,17600038,0.07992000,17606052,0.02900000,2025-07-16T07:00:02.346507Z
BITFLYER,FX_BTC_JPY,17583870,0.00100000,17585237,0.05833253,2025-07-16T07:00:02.356845Z
BITFLYER,BTC_JPY,17603034,0.02000000,17603168,0.03128097,2025-07-16T07:00:02.364179Z
BITFLYER,FX_BTC_JPY,17583870,0.00100000,17585237,0.05833253,2025-07-16T07:00:02.488340Z
BITFLYER,BTC_JPY,17603034,0.02000000,17603168,0.03128097,2025-07-16T07:00:02.571434Z
BITFLYER,BTC_JPY,17603034,0.02000000,17603168,0.03128097,2025-07-16T07:00:02.581633Z
BITFLYER,FX_BTC_JPY,17583870,0.00100000,17585237,0.05833253,2025-07-16T07:00:02.646267Z
BITFLYER,FX_BTC_JPY,17583870,0.00100000,17585237,0.05833253,2025-07-16T07:00:02.744699Z
BITFLYER,FX_BTC_JPY,17583870,0.00100000,17585237,0.05833253,2025-07-16T07:00:02.830369Z
BITFLYER,FX_BTC_JPY,17583869,0.03000000,17585237,0.05833253,2025-07-16T07:00:02.866979Z
GMO,BTC_JPY,17581480,0.01000000,17583163,0.02000000,2025-07-16T07:00:02.867033Z
GMO,BTC,17600038,0.07992000,17606052,0.02900000,2025-07-16T07:00:02.868166Z
BITFLYER,BTC_JPY,17603034,0.02000000,17603168,0.03128097,2025-07-16T07:00:02.887820Z
BITFLYER,FX_BTC_JPY,17583869,0.03000000,17585237,0.05833253,2025-07-16T07:00:02.976278Z
BITFLYER,FX_BTC_JPY,17583869,0.03000000,17585237,0.05833253,2025-07-16T07:00:03.080623Z
BITFLYER,FX_BTC_JPY,17583869,0.03000000,17585237,0.05833253,2025-07-16T07:00:03.316711Z
GMO,BTC,17600038,0.07992000,17606052,0.02900000,2025-07-16T07:00:03.375507Z
GMO,BTC_JPY,17581480,0.01000000,17585617,0.02000000,2025-07-16T07:00:03.375668Z
BITFLYER,FX_BTC_JPY,17583869,0.03000000,17585642,0.04700000,2025-07-16T07:00:03.417339Z
BITFLYER,FX_BTC_JPY,17584076,0.02166747,17585642,0.04700000,2025-07-16T07:00:03.527650Z
BITFLYER,FX_BTC_JPY,17583879,0.04800000,17585641,0.05000000,2025-07-16T07:00:03.624505Z
BITFLYER,BTC_JPY,17603035,0.02782489,17603168,0.03128097,2025-07-16T07:00:03.633277Z
GMO,BTC_JPY,17581480,0.01000000,17585617,0.02000000,2025-07-16T07:00:03.702037Z
GMO,BTC,17600038,0.07992000,17606052,0.02900000,2025-07-16T07:00:03.719092Z
BITFLYER,FX_BTC_JPY,17583879,0.04800000,17585642,0.04700000,2025-07-16T07:00:03.769294Z
BITFLYER,FX_BTC_JPY,17583879,0.04800000,17585642,0.04700000,2025-07-16T07:00:03.883398Z
GMO,BTC_JPY,17581481,0.00300000,17585196,0.02000000,2025-07-16T07:00:03.906172Z
BITFLYER,BTC_JPY,17603035,0.02782489,17603168,0.03128097,2025-07-16T07:00:03.947219Z
BITFLYER,FX_BTC_JPY,17583880,0.00100000,17585642,0.04700000,2025-07-16T07:00:04.007186Z
BITFLYER,BTC_JPY,17603035,0.02782489,17603168,0.03128097,2025-07-16T07:00:04.083146Z
BITFLYER,FX_BTC_JPY,17583880,0.00100000,17585642,0.04700000,2025-07-16T07:00:04.143334Z
GMO,BTC,17600039,0.03000000,17606052,0.02900000,2025-07-16T07:00:04.452889Z
BITFLYER,FX_BTC_JPY,17583880,0.00100000,17585642,0.04700000,2025-07-16T07:00:04.453Z
GMO,BTC_JPY,17581481,0.00300000,17584427,0.02000000,2025-07-16T07:00:04.453113Z
BITFLYER,FX_BTC_JPY,17583880,0.03100000,17585642,0.04700000,2025-07-16T07:00:04.453257Z
BITFLYER,FX_BTC_JPY,17583880,0.03100000,17585642,0.04700000,2025-07-16T07:00:04.516417Z
BITFLYER,BTC_JPY,17603034,0.02000000,17603168,0.03128097,2025-07-16T07:00:04.592413Z
BITFLYER,FX_BTC_JPY,17583880,0.03000000,17585642,0.04700000,2025-07-16T07:00:04.651859Z
