exchange,symbol,ts,bid1,bid1vol,bid2,bid2vol,bid3,bid3vol,bid4,bid4vol,bid5,bid5vol,bid6,bid6vol,bid7,bid7vol,bid8,bid8vol,ask1,ask1vol,ask2,ask2vol,ask3,ask3vol,ask4,ask4vol,ask5,ask5vol,ask6,ask6vol,ask7,ask7vol,ask8,ask8vol
BITFLYER,BTC_JPY,2025-07-16T05:13:43.977061Z,17586089,0.00125719,17585537,0.04180000,17585527,0.01120240,17585526,0.01102004,17585525,0.01000000,17585523,0.00966600,17585489,0.21000000,17585488,0.01085920,17596096,0.02000000,17596099,0.02000000,17596399,0.02000000,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02751415,17599000,0.00500000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:44.105013Z,17582625,0.02000000,17582255,0.05099957,17582014,0.00600000,17581937,0.00728798,17581922,0.05140312,17581758,0.02000000,17581590,0.01000000,17581585,0.02900000,17584765,0.05100000,17585834,0.05042560,17586375,0.04900043,17586382,0.14058806,17586390,0.08000000,17587344,0.03084597,17588329,0.01000000,17588648,0.00728883
BITFLYER,BTC_JPY,2025-07-16T05:13:44.105184Z,17586089,0.00125719,17585537,0.04180000,17585527,0.01120240,17585526,0.01102004,17585525,0.01000000,17585489,0.21000000,17585488,0.01085920,17585486,0.01057980,17596096,0.01549254,17596099,0.02000000,17596399,0.02000000,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02751415,17599000,0.00500000
GMO,BTC_JPY,2025-07-16T05:13:44.189863Z,17575958,0.07000000,17575230,0.00100000,17574613,0.02000000,17574599,0.02000000,17574438,0.02000000,17574104,0.00500000,17574091,0.04700000,17573999,0.02000000,17581066,0.02000000,17582307,0.02000000,17583000,0.00100000,17583763,0.00100000,17583937,0.01600000,17584094,0.01400000,17584750,0.01700000,17584841,0.02000000
BITFLYER,BTC_JPY,2025-07-16T05:13:44.201851Z,17586091,0.01123760,17586089,0.00125719,17585537,0.04180000,17585527,0.01120240,17585526,0.01102004,17585525,0.01000000,17585489,0.21000000,17585488,0.01085920,17596096,0.01549254,17596099,0.02000000,17596399,0.02000000,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02751415,17599000,0.00500000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:44.218507Z,17582625,0.02000000,17582255,0.05099957,17582014,0.00600000,17581937,0.00728798,17581922,0.05140312,17581758,0.02000000,17581585,0.02900000,17581224,0.01041194,17584765,0.05100000,17585834,0.05042560,17586375,0.04900043,17586382,0.14058806,17586390,0.08000000,17587344,0.03084597,17588329,0.01000000,17588648,0.00728883
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:44.344513Z,17582625,0.02000000,17582255,0.05099957,17582014,0.00600000,17581937,0.00728798,17581922,0.05140312,17581758,0.02000000,17581585,0.02900000,17581224,0.01041194,17584765,0.05100000,17585834,0.05042560,17586374,0.01000000,17586375,0.04900043,17586382,0.14058806,17586390,0.08000000,17587344,0.03084597,17588329,0.01000000
GMO,BTC,2025-07-16T05:13:44.384956Z,17592492,0.33900000,17589999,0.05000000,17589230,0.03000000,17589219,0.38608000,17586971,0.03521000,17586930,0.03411000,17582002,0.05000000,17581285,0.00470000,17592493,0.00004000,17595949,0.00004000,17596596,0.03000000,17598819,0.04479000,17598996,0.05000000,17600000,0.42379000,17600879,0.05000000,17601150,0.02100000
BITFLYER,BTC_JPY,2025-07-16T05:13:44.445620Z,17586092,0.01102004,17586091,0.01123760,17586089,0.00125719,17585553,0.00966600,17585538,0.01000000,17585527,0.01120240,17585489,0.21000000,17585488,0.01085920,17596095,0.02000000,17596096,0.01549254,17596399,0.02000000,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02751415,17599000,0.00500000
BITFLYER,BTC_JPY,2025-07-16T05:13:44.596385Z,17586092,0.01102004,17586091,0.01123760,17586089,0.00125719,17585553,0.00966600,17585538,0.01000000,17585527,0.01120240,17585489,0.21000000,17585488,0.01085920,17596095,0.02000000,17596096,0.01549254,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02751415,17599000,0.00500000,17599898,0.60000000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:44.601080Z,17582625,0.02000000,17582255,0.05099957,17582014,0.00600000,17581922,0.05140312,17581758,0.02000000,17581585,0.02900000,17581224,0.01041194,17581033,0.01000000,17584765,0.05100000,17585834,0.05042560,17586374,0.01000000,17586375,0.04900043,17586382,0.14058806,17586390,0.08000000,17587344,0.03084597,17588328,0.01000000
GMO,BTC_JPY,2025-07-16T05:13:44.692323Z,17575801,0.07000000,17575230,0.00100000,17574613,0.02000000,17574599,0.02000000,17574438,0.02000000,17574104,0.00500000,17574091,0.04700000,17573999,0.02000000,17581045,0.02000000,17583000,0.00100000,17583762,0.02000000,17583763,0.00100000,17583937,0.01600000,17584094,0.01400000,17584386,0.02000000,17584553,0.02000000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:44.732672Z,17582625,0.02000000,17582255,0.05099957,17582014,0.00600000,17581922,0.05140312,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17580249,0.02041194,17584765,0.05100000,17585834,0.05042560,17586374,0.01000000,17586375,0.04900043,17586382,0.14058806,17586390,0.08000000,17587344,0.03084597,17588328,0.01000000
BITFLYER,BTC_JPY,2025-07-16T05:13:44.732961Z,17586092,0.01102004,17586091,0.01123760,17586089,0.00125719,17585553,0.00966600,17585527,0.01120240,17585526,0.21000000,17585489,0.21000000,17585488,0.01085920,17596095,0.02000000,17596096,0.01549254,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02751415,17599000,0.00500000,17599898,0.60000000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:44.828101Z,17582625,0.02000000,17582014,0.00600000,17581922,0.05140312,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17580249,0.02041194,17580248,0.01001279,17584765,0.05100000,17585834,0.05042560,17586374,0.01000000,17586382,0.14058806,17586390,0.08000000,17588328,0.01000000,17588329,0.01000000,17588648,0.00728883
GMO,BTC,2025-07-16T05:13:44.893255Z,17592492,0.33900000,17589999,0.05000000,17589230,0.03000000,17589219,0.38608000,17586971,0.03521000,17585305,0.03411000,17582002,0.05000000,17581285,0.00470000,17592493,0.00004000,17595843,0.00004000,17596596,0.03000000,17598819,0.04479000,17598830,0.10000000,17598996,0.05000000,17600000,0.42379000,17600410,0.50000000
BITFLYER,BTC_JPY,2025-07-16T05:13:44.893295Z,17586700,0.27090000,17586093,0.01000000,17586092,0.01102004,17586091,0.01123760,17586089,0.00125719,17585553,0.00966600,17585527,0.01120240,17585526,0.21000000,17596095,0.02000000,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02751415,17599000,0.00500000,17599898,0.60000000,17599900,0.28830000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:44.955523Z,17582625,0.02000000,17582014,0.00600000,17581922,0.05140312,17581911,0.05099957,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17580249,0.02041194,17584765,0.05100000,17585834,0.05042560,17586367,0.04900043,17586374,0.01000000,17586382,0.14058806,17586390,0.08000000,17588328,0.01000000,17588329,0.01000000
BITFLYER,BTC_JPY,2025-07-16T05:13:45.029283Z,17586700,0.27090000,17586093,0.01000000,17586091,0.01123760,17586089,0.00125719,17585553,0.00966600,17585527,0.01120240,17585526,0.21000000,17585489,0.21000000,17596092,0.02000000,17596095,0.02000000,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02751415,17599000,0.00500000,17599898,0.60000000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:45.064463Z,17582625,0.02000000,17582014,0.00600000,17581922,0.05140312,17581911,0.05099957,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17580249,0.02041194,17584765,0.05100000,17585834,0.05042560,17586367,0.04900043,17586374,0.01000000,17586382,0.14058806,17586390,0.08000000,17588328,0.01000000,17588329,0.01000000
BITFLYER,BTC_JPY,2025-07-16T05:13:45.150170Z,17586702,0.01056000,17586701,0.01102004,17586700,0.27090000,17586093,0.01000000,17586091,0.01123760,17586089,0.00125719,17585553,0.00966600,17585527,0.01120240,17596092,0.02000000,17596095,0.02000000,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02751415,17599000,0.00500000,17599300,0.28830000
GMO,BTC_JPY,2025-07-16T05:13:45.198038Z,17575591,0.07000000,17575230,0.00100000,17574613,0.02000000,17574599,0.02000000,17574104,0.00500000,17574091,0.04700000,17573664,0.02000000,17573476,0.02000000,17581045,0.02000000,17583000,0.00100000,17583762,0.02000000,17583763,0.00100000,17583900,0.02000000,17583916,0.02000000,17583937,0.01600000,17584094,0.01400000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:45.198085Z,17582625,0.02000000,17582014,0.00600000,17581922,0.05140312,17581911,0.05099957,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17580249,0.02041194,17584764,0.00100000,17584765,0.05100000,17585834,0.05042560,17586367,0.04900043,17586374,0.01000000,17586382,0.14058806,17586390,0.08000000,17587884,0.03084597
BITFLYER,BTC_JPY,2025-07-16T05:13:45.297738Z,17586702,0.01056000,17586701,0.01102004,17586700,0.27090000,17586093,0.01000000,17586091,0.01123760,17586089,0.00125719,17585527,0.01120240,17585526,0.21000000,17596092,0.02000000,17596095,0.02000000,17597066,0.02000000,17597529,0.01085920,17598411,0.02607049,17598412,0.01108800,17599000,0.00500000,17599300,0.28830000
GMO,BTC,2025-07-16T05:13:45.395675Z,17592492,0.33900000,17589999,0.05000000,17589231,0.03000000,17589219,0.38608000,17586971,0.03521000,17585305,0.03411000,17582002,0.05000000,17581285,0.00470000,17592493,0.00004000,17595843,0.00004000,17596596,0.03000000,17597180,0.02100000,17598818,0.03000000,17598819,0.01479000,17598996,0.05000000,17599620,0.40000000
BITFLYER,BTC_JPY,2025-07-16T05:13:45.416513Z,17586831,0.03384710,17586703,0.01102004,17586702,0.01056000,17586700,0.27090000,17586093,0.01000000,17586091,0.01123760,17586089,0.00125719,17585527,0.01120240,17596092,0.02000000,17596095,0.02000000,17597066,0.02000000,17597529,0.01085920,17598411,0.02607049,17598412,0.01108800,17599000,0.00500000,17599898,0.60000000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:45.455384Z,17582625,0.02000000,17582014,0.00600000,17581922,0.05140312,17581911,0.05099957,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17580249,0.02041194,17584764,0.00100000,17584765,0.05100000,17585834,0.05042560,17586367,0.04900043,17586374,0.01000000,17586382,0.14058806,17586390,0.08000000,17587884,0.03084597
GMO,BTC_JPY,2025-07-16T05:13:45.531271Z,17575591,0.07000000,17575230,0.00100000,17574613,0.02000000,17574599,0.02000000,17574104,0.00500000,17574091,0.04700000,17573664,0.02000000,17573476,0.02000000,17581045,0.02000000,17583000,0.00100000,17583762,0.02000000,17583763,0.00100000,17583900,0.02000000,17583916,0.02000000,17583937,0.01600000,17584094,0.01400000
BITFLYER,BTC_JPY,2025-07-16T05:13:45.531286Z,17586831,0.03384710,17586703,0.01102004,17586702,0.01056000,17586700,0.27090000,17586091,0.01123760,17586089,0.00125719,17585527,0.01120240,17585526,0.21000000,17596092,0.02000000,17597066,0.02000000,17597529,0.01085920,17598400,0.28830000,17598411,0.02607049,17598412,0.01108800,17599000,0.00500000,17599898,0.60000000
GMO,BTC,2025-07-16T05:13:45.553059Z,17592492,0.33900000,17589999,0.05000000,17589231,0.03000000,17589219,0.38608000,17586971,0.03521000,17585305,0.03411000,17582002,0.05000000,17581285,0.00470000,17592493,0.00004000,17595843,0.00004000,17596596,0.03000000,17597180,0.02100000,17598818,0.03000000,17598819,0.01479000,17598996,0.05000000,17599620,0.40000000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:45.629943Z,17582625,0.02000000,17582014,0.00600000,17581922,0.05140312,17581911,0.05099957,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17580249,0.02041194,17584764,0.00100000,17584765,0.05100000,17585834,0.05042560,17586367,0.04900043,17586374,0.01000000,17586382,0.14058806,17586390,0.08000000,17587884,0.03084597
BITFLYER,BTC_JPY,2025-07-16T05:13:45.675804Z,17586831,0.03384710,17586716,0.00966540,17586702,0.01056000,17586700,0.27090000,17586091,0.01123760,17586089,0.00125719,17585527,0.01120240,17585526,0.21000000,17596092,0.02000000,17597066,0.02000000,17597529,0.01085920,17598400,0.28830000,17598411,0.02607049,17598412,0.01108800,17599000,0.00500000,17599898,0.60000000
BITFLYER,BTC_JPY,2025-07-16T05:13:45.675804Z,17586831,0.03384710,17586716,0.00966540,17586702,0.01056000,17586700,0.27090000,17586091,0.01123760,17586089,0.00125719,17585527,0.01120240,17585526,0.21000000,17596092,0.02000000,17597066,0.02000000,17597529,0.01085920,17598400,0.28830000,17598411,0.02607049,17598412,0.01108800,17599000,0.00500000,17599898,0.60000000
GMO,BTC_JPY,2025-07-16T05:13:45.698497Z,17575593,0.00100000,17575502,0.07000000,17575230,0.00100000,17574613,0.02000000,17574599,0.02000000,17574104,0.00500000,17574091,0.04700000,17574060,0.02000000,17581045,0.02000000,17583000,0.00100000,17583762,0.02000000,17583763,0.00100000,17583937,0.01600000,17584094,0.01400000,17584323,0.02000000,17584454,0.02000000
BITFLYER,BTC_JPY,2025-07-16T05:13:45.792798Z,17586832,0.02102004,17586831,0.03384710,17586716,0.00966540,17586702,0.01056000,17586700,0.27090000,17586091,0.01123760,17586089,0.00125719,17585527,0.01120240,17596091,0.02000000,17597066,0.02000000,17597529,0.01085920,17598399,0.02583034,17598400,0.28830000,17598412,0.01108800,17599000,0.00500000,17599898,0.60000000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:45.856010Z,17582625,0.02000000,17582014,0.00600000,17581981,0.00134000,17581922,0.05140312,17581911,0.05099957,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17584764,0.00100000,17584765,0.05100000,17585834,0.05042560,17586367,0.04900043,17586374,0.01000000,17586381,0.00100000,17586382,0.14058806,17586390,0.08000000
GMO,BTC,2025-07-16T05:13:45.900061Z,17592492,0.32000000,17589999,0.05000000,17589232,0.03000000,17589219,0.38608000,17586971,0.03521000,17584766,0.03412000,17582002,0.05000000,17581285,0.00470000,17592493,0.00004000,17595843,0.00004000,17596596,0.03000000,17597180,0.02100000,17598817,0.03000000,17598819,0.01479000,17598830,0.10000000,17598996,0.05000000
BITFLYER,BTC_JPY,2025-07-16T05:13:45.921169Z,17586832,0.02102004,17586831,0.03384710,17586716,0.00966540,17586702,0.01056000,17586700,0.27090000,17586091,0.01123760,17586089,0.00125719,17585527,0.01120240,17596089,0.02000000,17596091,0.02000000,17597066,0.02000000,17597529,0.01085920,17597600,0.28830000,17598399,0.02583034,17598400,0.28830000,17598412,0.01108800
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:45.959713Z,17582625,0.02000000,17582014,0.00600000,17581981,0.00134000,17581922,0.05140312,17581911,0.05099957,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17584764,0.00100000,17584765,0.05100000,17585834,0.05042560,17586367,0.04900043,17586374,0.01000000,17586381,0.00100000,17586382,0.14058806,17586390,0.08000000
BITFLYER,BTC_JPY,2025-07-16T05:13:46.032764Z,17586833,0.01102004,17586832,0.20000000,17586831,0.03384710,17586716,0.00966540,17586702,0.01056000,17586700,0.27090000,17586091,0.01123760,17586089,0.00125719,17596089,0.02000000,17596091,0.02000000,17597066,0.02000000,17597529,0.01085920,17597600,0.28830000,17598399,0.02583034,17598400,0.28830000,17598412,0.01108800
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:46.068568Z,17582625,0.02000000,17582014,0.00600000,17581981,0.00134000,17581922,0.05140312,17581911,0.05099957,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17584765,0.05100000,17585834,0.05042560,17586367,0.04900043,17586374,0.01000000,17586381,0.00100000,17586382,0.14058806,17586390,0.08000000,17587884,0.03084597
BITFLYER,BTC_JPY,2025-07-16T05:13:46.184955Z,17586833,0.18685754,17586832,0.20000000,17586831,0.03384710,17586716,0.00966540,17586702,0.01056000,17586700,0.27090000,17586091,0.01123760,17586089,0.00125719,17596091,0.02000000,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02898451,17599000,0.00500000,17599898,0.60000000,17599990,0.04799981
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:46.185155Z,17582625,0.02000000,17582014,0.00600000,17581981,0.00134000,17581922,0.05140312,17581911,0.05099957,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17584765,0.05100000,17585834,0.05042560,17586367,0.04900043,17586374,0.01000000,17586381,0.00100000,17586382,0.14058806,17586390,0.08000000,17588328,0.01000000
GMO,BTC_JPY,2025-07-16T05:13:46.207781Z,17575737,0.07000000,17575503,0.00100000,17575230,0.00100000,17574626,0.00500000,17574613,0.02000000,17574599,0.02000000,17574091,0.04700000,17573892,0.02000000,17583000,0.00100000,17583762,0.02000000,17583763,0.00100000,17583899,0.02000000,17583937,0.01600000,17584094,0.01400000,17584137,0.02000000,17584283,0.02000000
BITFLYER,BTC_JPY,2025-07-16T05:13:46.290090Z,17586833,0.18685754,17586832,0.20000000,17586831,0.03384710,17586716,0.00966540,17586702,0.01056000,17586700,0.27090000,17586091,0.01123760,17586089,0.00125719,17596086,0.02000000,17596091,0.02000000,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02898451,17599000,0.00500000,17599898,0.60000000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:46.333229Z,17582625,0.02000000,17582014,0.00600000,17581981,0.00134000,17581911,0.05099957,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17580249,0.02041194,17584765,0.05100000,17586367,0.04900043,17586374,0.01000000,17586381,0.00100000,17586382,0.14058806,17586390,0.08000000,17588328,0.01000000,17588329,0.01000000
BITFLYER,BTC_JPY,2025-07-16T05:13:46.412738Z,17586833,0.18685754,17586832,0.20000000,17586831,0.03384710,17586702,0.01056000,17586700,0.27090000,17586091,0.01123760,17586089,0.00125719,17585527,0.01120240,17596086,0.01456446,17596091,0.02000000,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02898451,17599000,0.00500000,17599898,0.60000000
GMO,BTC,2025-07-16T05:13:46.412890Z,17592492,0.10000000,17589999,0.05000000,17589233,0.03000000,17589219,0.38608000,17587220,0.02200000,17586971,0.03521000,17584766,0.03412000,17582002,0.05000000,17592493,0.00004000,17595843,0.00004000,17596596,0.03000000,17597180,0.02100000,17598816,0.04479000,17598996,0.05000000,17599620,0.40000000,17600000,0.42379000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:46.454452Z,17582625,0.02000000,17582065,0.05114502,17582014,0.00600000,17581981,0.00134000,17581911,0.05099957,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17584765,0.05100000,17585996,0.05186899,17586367,0.04900043,17586374,0.01000000,17586381,0.00100000,17586382,0.14058806,17586390,0.08000000,17588328,0.01000000
BITFLYER,BTC_JPY,2025-07-16T05:13:46.523614Z,17586833,0.18685754,17586832,0.20000000,17586831,0.03384710,17586702,0.01056000,17586700,0.27090000,17586091,0.01123760,17586089,0.00125719,17585527,0.01120240,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02898451,17599000,0.00500000,17599400,0.28830000,17599898,0.60000000,17599990,0.04799981
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:46.557379Z,17584383,0.00100000,17582625,0.02000000,17582065,0.05114502,17582014,0.00600000,17581981,0.00134000,17581911,0.05099957,17581758,0.02000000,17581585,0.02900000,17584765,0.05100000,17585996,0.05186899,17586367,0.04900043,17586374,0.01000000,17586381,0.00100000,17586382,0.14058806,17586390,0.08000000,17588328,0.01000000
BITFLYER,BTC_JPY,2025-07-16T05:13:46.638113Z,17586833,0.18685754,17586832,0.20000000,17586831,0.03384710,17586702,0.01056000,17586700,0.27090000,17586091,0.01123760,17586089,0.00125719,17585527,0.01120240,17596083,0.02000000,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02898451,17599000,0.00500000,17599400,0.57660000,17599898,0.60000000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:46.661502Z,17584383,0.00100000,17582625,0.02000000,17582065,0.05114502,17581981,0.00134000,17581911,0.05099957,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17584765,0.05100000,17585996,0.05186899,17586367,0.04900043,17586374,0.01000000,17586381,0.00100000,17586382,0.14058806,17586390,0.08000000,17588328,0.01000000
GMO,BTC_JPY,2025-07-16T05:13:46.757188Z,17575655,0.07000000,17575230,0.00100000,17574626,0.00500000,17574613,0.02000000,17574599,0.02000000,17574091,0.04700000,17573664,0.02000000,17573494,0.02000000,17581449,0.02000000,17582203,0.02000000,17583000,0.00100000,17583750,0.01700000,17583751,0.01000000,17583763,0.00100000,17583859,0.02000000,17583937,0.01600000
BITFLYER,BTC_JPY,2025-07-16T05:13:46.764749Z,17586867,0.00966530,17586834,0.01000000,17586833,0.18685754,17586832,0.20000000,17586831,0.03384710,17586702,0.01056000,17586700,0.27090000,17586091,0.01123760,17596083,0.02000000,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02898451,17599000,0.00500000,17599400,0.57660000,17599898,0.60000000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:46.764933Z,17584383,0.00100000,17582625,0.02000000,17582106,0.00125000,17582065,0.05114502,17581981,0.00134000,17581911,0.05099957,17581758,0.02000000,17581585,0.02900000,17584765,0.05100000,17585996,0.05186899,17586367,0.04900043,17586374,0.01000000,17586381,0.00100000,17586382,0.08958806,17588329,0.01000000,17588599,0.00728883
BITFLYER,BTC_JPY,2025-07-16T05:13:46.894116Z,17586867,0.00966530,17586834,0.01000000,17586833,0.18685754,17586832,0.20000000,17586831,0.03384710,17586702,0.01056000,17586700,0.27090000,17586091,0.01123760,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02898451,17599000,0.00500000,17599400,0.57660000,17599898,0.60000000,17599990,0.04799981
GMO,BTC,2025-07-16T05:13:46.906794Z,17592492,0.11900000,17589999,0.05000000,17589234,0.03000000,17589219,0.38608000,17587220,0.02200000,17586971,0.03521000,17584766,0.03412000,17582002,0.05000000,17592493,0.00004000,17595843,0.00004000,17596596,0.03000000,17597180,0.02100000,17598815,0.03000000,17598816,0.01479000,17598996,0.05000000,17599620,0.40000000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:46.959947Z,17582625,0.02000000,17582106,0.00125000,17582086,0.00600000,17582065,0.05114502,17581981,0.00134000,17581911,0.05099957,17581758,0.02000000,17581585,0.02900000,17584075,0.05100000,17584263,0.07900000,17584764,0.00100000,17584765,0.05100000,17585996,0.05186899,17586367,0.04900043,17586374,0.01000000,17586381,0.00100000
BITFLYER,BTC_JPY,2025-07-16T05:13:47.005808Z,17586867,0.00966530,17586834,0.01000000,17586833,0.17583750,17586832,0.20000000,17586831,0.03384710,17586702,0.01056000,17586700,0.27090000,17586091,0.01123760,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02898451,17599000,0.00500000,17599400,0.57660000,17599898,0.60000000,17599990,0.04799981
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:47.083123Z,17582625,0.02000000,17582106,0.00125000,17582086,0.00600000,17582065,0.05114502,17581911,0.05099957,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17584075,0.05100000,17584263,0.07900000,17584765,0.05100000,17585996,0.05186899,17586367,0.04900043,17586374,0.01000000,17586381,0.00100000,17586382,0.08958806
BITFLYER,BTC_JPY,2025-07-16T05:13:47.137719Z,17586868,0.01102004,17586867,0.00966530,17586834,0.01000000,17586833,0.17583750,17586832,0.20000000,17586831,0.03384710,17586702,0.01056000,17586700,0.27090000,17596080,0.02000000,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02898451,17599000,0.00500000,17599400,0.57660000,17599898,0.60000000
GMO,BTC_JPY,2025-07-16T05:13:47.212777Z,17575657,0.00100000,17575230,0.00100000,17575168,0.07000000,17574626,0.00500000,17574613,0.02000000,17574599,0.02000000,17574091,0.04700000,17573664,0.02000000,17581449,0.02000000,17582203,0.02000000,17583000,0.00100000,17583155,0.02000000,17583697,0.02000000,17583763,0.00100000,17583891,0.02000000,17583937,0.01600000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:47.231199Z,17582625,0.02000000,17582106,0.00125000,17582086,0.00600000,17582065,0.05114502,17581911,0.05099957,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17584075,0.05100000,17584263,0.07900000,17584383,0.00100000,17584765,0.05100000,17585996,0.05186899,17586367,0.04900043,17586381,0.00100000,17586382,0.08958806
BITFLYER,BTC_JPY,2025-07-16T05:13:47.294323Z,17586868,0.23102004,17586867,0.00966530,17586834,0.01000000,17586833,0.17583750,17586832,0.01000000,17586831,0.03384710,17586702,0.01056000,17586700,0.27090000,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02898451,17599000,0.00500000,17599400,0.57660000,17599898,0.60000000,17599990,0.04799981
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:47.373535Z,17582625,0.02000000,17582106,0.00125000,17582086,0.00600000,17582065,0.05114502,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17580249,0.01041194,17584075,0.05100000,17584263,0.07900000,17584757,0.01000000,17584765,0.05100000,17585996,0.05186899,17586381,0.00100000,17586382,0.08958806,17588329,0.01000000
BITFLYER,BTC_JPY,2025-07-16T05:13:47.408442Z,17586868,0.23102004,17586834,0.01000000,17586833,0.17583750,17586832,0.01000000,17586831,0.03384710,17586702,0.01056000,17586700,0.27090000,17586091,0.01123760,17597063,0.02000000,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02898451,17599000,0.00500000,17599400,0.57660000,17599898,0.60000000
GMO,BTC,2025-07-16T05:13:47.410022Z,17592492,0.14900000,17589999,0.05000000,17589234,0.03000000,17589219,0.38608000,17587221,0.03521000,17587220,0.02200000,17584766,0.03412000,17582002,0.05000000,17592493,0.00004000,17595843,0.00004000,17596596,0.03000000,17597180,0.02100000,17598814,0.04479000,17598996,0.05000000,17599620,0.40000000,17600000,0.42379000
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:47.532554Z,17582625,0.02000000,17582106,0.00125000,17582086,0.00600000,17582065,0.05114502,17581950,0.05099957,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17584075,0.05100000,17584263,0.07900000,17584757,0.01000000,17584765,0.05100000,17585996,0.05186899,17586374,0.04900043,17586381,0.00100000,17586382,0.08958806
BITFLYER,BTC_JPY,2025-07-16T05:13:47.541535Z,17586868,0.23102004,17586834,0.01000000,17586833,0.17583750,17586832,0.01000000,17586831,0.03384710,17586702,0.01056000,17586700,0.27090000,17586091,0.01123760,17597066,0.02000000,17597529,0.01085920,17598412,0.01108800,17598999,0.02898451,17599000,0.00500000,17599400,0.57660000,17599898,0.60000000,17599990,0.04799981
BITFLYER,FX_BTC_JPY,2025-07-16T05:13:47.636825Z,17582625,0.02000000,17582106,0.00125000,17582086,0.00600000,17582065,0.05114502,17581950,0.05099957,17581758,0.02000000,17581585,0.02900000,17581033,0.01000000,17584074,0.00100000,17584075,0.05100000,17584263,0.07900000,17584757,0.01000000,17584764,0.08958806,17584765,0.05100000,17585996,0.05186899,17586374,0.04900043
